X_0_0,X_0_1,X_0_2,X_0_3,X_0_4,X_0_5,Y_0_0,Y_0_1,Y_0_2,Y_0_3,Y_0_4,Y_0_5,decay_0,decay_1,decay_2,W_0,W_1,W_2,J_0,J_1
0.508,0.7224,0.6344,0.5272,0.58,0.3232,-0.4936,-0.3616,0.3048,-0.4504,-0.5656,0.64,0.4313611798245474,0.2925668934277584,0.4504602160866849,-0.5410497481918255,0.5759655464674993,0.9161106785985832,-0.8920011439400244,0.015613509944354
0.5,0.4072,0.892,0.488,0.6336,0.5512,-0.4416,0.5216,0.0352,-0.4696,0.2112,-0.6704,0.1430361468653199,0.5022213644971072,0.5052667971477919,-0.0516846071830915,-1.0842367059086129,0.9262807758444878,1.1811219499371677,-1.2652892778213374
-0.2504,0.5568,0.72,-0.2512,0.2064,0.6848,-0.5088,0.28,-0.1392,-0.4888,-0.5864,-0.1408,0.403057645422064,0.5690516598195504,0.7933751111150381,0.2401428425995515,-0.579743760306046,2.547859595564165,0.0252008167471419,-0.9264989348895444
0.6608,0.6584,0.2192,0.66,0.7832,0.2024,0.4112,0.3936,-0.6904,0.416,0.0464,-0.7056,0.3947190536034914,0.3218405160329508,0.2749518392243782,1.5567219142731576,-0.6882179773948023,-0.7276820355137097,0.085105598800922,0.5952303584682075
0.6528,0.4632,0.448,0.6688,0.7752,0.036,0.3952,-0.6192,-0.416,0.4024,0.1648,-0.636,0.5832027847177848,0.2762027175944843,0.30814650081237,0.9224339901814672,1.1415485479830056,-0.6698002986045637,0.921759535505846,0.4010777804146291
0.0528,0.7648,0.8352,0.032,-0.132,0.4,-0.6944,0.1928,0.26,-0.6992,-0.7272,0.7544,0.1960094799668116,0.3404296947017609,0.4796798091999386,-0.3806871376950576,-0.2866095941191118,1.902825937907684,-0.9986445515347816,0.2998133194333657
0.6608,0.3656,0.308,0.6424,0.6104,0.2896,0.1664,0.6912,0.4784,0.1808,0.4736,0.4952,0.7296674220415948,0.3395493562782431,0.5128315168631437,-1.2931857845365258,-1.371116140936021,-0.2710502286304113,-0.02518138576558,-0.5319617427716299
0.4696,-0.1104,0.272,0.4656,0.6544,-0.7896,-0.604,-0.6712,-0.8224,-0.636,-0.2592,-0.2464,0.2058724154407938,0.4765546544791234,0.3365002464628609,1.5686608806159177,2.14324604145079,1.1602276591294916,1.9722334487646147,-0.7122071120783459
0.0088,0.8704,0.5024,-0.044,0.8808,0.6248,0.5832,0.1336,-0.3984,0.568,0.0464,0.0272,0.5628926146500131,0.1761922182970009,0.7003562272356847,0.8141870639182577,-0.1662614756731499,-2.025073168427568,-0.8936091508559656,1.9687273871763435
0.4912,-0.3,0.4288,0.5024,0.676,0.652,0.5424,-0.7344,0.5776,0.5272,0.3384,0.28,0.395794368643143,0.3039532136935227,0.4099431699216659,-1.1715318645478985,2.4502282442548866,-1.0547640339660225,0.7090873837718414,0.4688308942628124
0.6096,0.6464,0.7192,0.5984,0.4888,-0.2248,-0.312,0.2832,-0.5168,-0.3352,-0.4608,-0.8664,0.1590248776251352,0.5031532736142177,0.4939169197507952,0.8254302589455483,-0.5192763784279197,0.6030184707577456,1.4580336556410842,0.3378614051121827
0.5872,0.5816,0.2776,0.5792,0.7016,-0.3128,0.4792,-0.4784,-0.6968,0.4712,0.3048,-0.6776,0.397583529199241,0.3419571711007934,0.336573815143542,1.5126347070043051,0.8072292940532818,-0.8493280456755893,0.9788226214522916,0.3344643118358817
0.66,0.7816,0.3888,0.6744,-0.2848,0.6728,0.368,0.068,0.632,0.3272,0.7592,0.2392,0.39515983815466,0.2877657068889726,0.3588764187173574,-1.2225634688740863,-0.1157501811470237,-0.6261578958656164,0.813803985712342,-1.843069248670956
0.82,0.792,-0.0504,0.8064,0.4456,-0.5368,-0.2408,-0.0528,0.6592,-0.2344,-0.664,0.3528,0.5130847795847622,0.2950949504693084,0.2041401253763057,-2.0502418325547827,0.0323946726275803,0.3819411856145823,-1.137139118684381,0.8375480890727313
0.0248,0.7568,0.0528,0.0384,-0.3064,0.4384,0.636,-0.3728,0.6912,0.6984,0.8112,0.5592,0.441538806368222,0.1998740952406596,0.5236574257129201,-1.8402587517068745,0.5539535354474461,-1.8884300289334004,0.7035308475613409,-0.5357806565223983
0.788,0.5,0.6272,0.796,0.1904,0.588,0.2256,0.3184,-0.2368,0.2208,0.5296,-0.3136,0.5012650761319397,0.7221390876962599,0.2382796458079054,0.4958938355037953,-0.6907040528956168,-0.3512586207973024,0.0445532653419472,-1.1378004160711204
0.764,0.4408,0.8368,0.7624,0.376,0.7664,-0.0664,-0.4824,0.028,-0.0656,-0.5384,0.2792,0.2570018987323629,0.4999052202673976,0.3464360705493716,-0.0510080153257172,1.0436833625970123,0.0726904034433061,-0.395810752252459,1.1450459077891115
0.6008,0.6184,0.6352,0.624,0.648,0.7824,-0.2768,0.2272,-0.5424,-0.3192,0.0816,-0.3888,0.1999872979006271,0.5416380255921927,0.4753196489196651,0.8950508725043035,-0.4142342316796454,0.5883583971284752,-0.3242461341803087,-0.7658120654887601
0.6552,0.7408,0.7424,0.6544,0.76,0.7152,-0.2064,-0.2288,-0.2328,-0.1656,0.1736,-0.324,0.3199514524639298,0.3065846964834464,0.4645137438287863,0.3972838700003976,0.3845490046966976,0.3441825776971265,0.0664797087938699,-0.6467543735593405
0.6528,0.9336,0.6704,0.6528,0.6864,0.652,0.2656,-0.0056,0.3512,0.2824,0.6344,0.256,0.4224481479450613,0.0805885405907582,0.4372769073085959,-0.5398264550050791,-0.0068850549173669,-0.4725943267026095,0.0591696045021937,-0.4482990944217982
0.6528,0.2936,0.0528,0.6848,-0.4056,-0.6168,-0.4344,-0.7304,-0.632,-0.4336,-0.6488,-0.1568,0.5651704162281175,0.326118439987444,0.275037927735062,1.8281081394376644,1.4712822226285982,0.7275482231361934,1.792888920867702,1.885848041795419
0.6224,-0.3424,0.6368,0.6536,0.2056,0.6392,-0.5208,0.732,-0.0552,-0.4856,0.776,-0.0328,0.5191141243658632,0.2691156594388419,0.2495890674080325,0.1008847118684652,-2.4805553946743086,0.8277621288156018,-0.0088596155959657,-2.4890186457299786
0.7128,0.6936,0.6208,0.7288,0.7112,0.1248,0.296,0.2304,-0.08,0.3,0.0016,-0.5872,0.6116815184395028,0.4139326184884146,0.3560477167875728,0.1263337667454504,-0.3779029367360803,-0.5089367787406204,1.5691385194805734,0.4784705009484675
-0.2392,0.6952,0.7512,-0.2288,-0.7704,-0.0224,-0.7368,0.2176,0.0616,-0.7128,-0.1136,0.7456,0.3582101472055032,0.336461009254629,0.3401486919845738,-0.0744106443951789,-0.4046712493190173,2.3255326898192905,-1.931256614666244,1.4251512979685363
0.6592,0.6616,0.5752,0.632,0.684,0.112,0.4568,0.3952,0.308,0.4552,0.3448,0.6544,0.5133040568944663,0.3304626673621487,0.2729747372133519,-0.6206519347172537,-0.6509198302398904,-0.7467727320957497,-1.092282851897947,0.123195228164979
0.7112,0.4296,0.6072,0.7464,0.5944,0.5976,-0.1904,-0.4872,-0.3072,-0.1344,0.2312,-0.3,0.4995408024770622,0.5516937492164864,0.3750535734470017,0.5373030394336346,1.0311294804231692,0.2596393329845756,0.1065945978869636,-0.6829932791935914
0.6736,-0.1576,0.5552,0.6656,0.64,0.54,-0.2928,0.704,0.4192,-0.2776,0.3192,0.504,0.4097713422026625,0.4181100941300206,0.4142120673590916,-0.8414681801606642,-2.2058079925155742,0.485041834625021,-0.1079612383407625,-1.0837231990667353
0.78,0.624,-0.0272,0.7528,0.4768,-0.5616,-0.1816,0.264,0.6208,-0.2024,-0.4824,0.2504,0.6124627357334872,0.4682462096785533,0.2743095197971272,-1.963898899244378,-0.5002675187544837,0.300206822114921,-1.3962899770699493,0.6706283834963657
0.2624,0.3816,0.6464,0.252,0.6088,0.6472,-0.64,-0.7224,-0.12,-0.6624,-0.508,0.192,0.5224387638538657,0.2578208430620551,0.4305898090577508,0.1831039819417797,1.358869445321282,1.50709050031917,-0.5326918165447371,-0.6076695960313
0.356,0.5896,0.5864,0.3712,0.4208,0.7352,0.6224,0.4472,-0.468,0.624,0.6064,-0.2376,0.3317038467445406,0.3909383034452997,0.4190603021838638,0.8216334538962577,-0.8050315073956393,-1.3108183174340402,-0.4502020689801403,0.0832412841921879
0.6448,0.3336,0.1544,0.66,0.6224,-0.1288,0.1384,-0.4936,0.7184,0.1568,-0.0648,0.756,0.3443796728503308,0.6104541372008947,0.5057804881746276,-1.6829400779853294,1.2088108699165394,-0.2916980159186664,-0.4707808451265189,0.4621068918953194
0.7104,0.7104,0.5536,0.6832,0.7008,0.4944,0.424,-0.0696,0.3712,0.4024,-0.1392,-0.4264,0.4905568201416725,0.4251363129956678,0.2670173829852205,-0.7243636372106529,0.1595508301533117,-0.6447673523663866,1.6351236695101103,0.9026585943040136
0.7352,0.6792,0.3888,0.7176,0.1072,0.0448,0.3408,0.2544,0.6352,0.3456,0.6976,0.7616,0.3442066094822685,0.416258079934051,0.2672323225445346,-1.281566710464184,-0.3588486050973288,-0.5576089550013026,-0.5927743166276356,-1.2407911705484975
-0.1712,0.788,0.0272,-0.1392,0.6832,0.7528,0.8968,-0.2432,-0.796,0.8936,0.5248,-0.2512,0.2674330407341961,0.2413580932564255,0.1215808532212263,1.9206530597800124,0.3777027841582426,-2.191802068695191,-1.5715133052787214,1.3913686292480243
0.5016,0.7536,0.5552,0.4736,0.748,0.6408,0.6,0.3128,-0.4784,0.6104,0.2224,0.2848,0.4426539518223396,0.2955100045238968,0.3231962641821652,0.9177425749588886,-0.459616277505142,-1.11816923440369,-1.435581756537092,0.7508522074101985
0.7472,0.6584,0.5256,0.748,0.4,-0.092,0.2144,0.408,0.2784,0.2208,0.6808,0.5696,0.7175344541979101,0.2704791283657741,0.3101926955412282,-0.5938848359516404,-0.694460626120543,-0.3441186931640972,-1.5896881885185683,-0.9905180147972492
0.4696,0.5568,0.6376,0.5064,0.6216,0.6288,-0.5048,-0.344,-0.3608,-0.5408,-0.1904,-0.2632,0.4800459559786916,0.5793618633730128,0.4708543261322804,0.6149959906209418,0.7404916282562205,1.0459227981316883,-0.120035140715517,-0.7366841364763428
0.544,0.6208,0.7896,0.5416,0.6152,0.832,0.3792,-0.2264,-0.2296,0.348,-0.1568,0.0384,0.2365806875910713,0.564949838632476,0.5030733083393857,0.372723142380713,0.4680284610346645,-0.7562666164586478,-0.4333767875301319,1.0469563131084518
0.6016,0.6352,0.7496,0.62,0.772,0.6696,0.0592,0.4584,0.0744,0.0856,-0.0488,-0.2664,0.364863674320053,0.3230896062549019,0.633489404401492,-0.1597777811376376,-0.7413899342036699,-0.1670217230790861,0.6227140029152581,0.2088284054304616
0.7752,0.6104,0.6992,0.7592,0.6104,0.5384,0.064,0.0592,-0.2808,0.0128,0.088,-0.5216,0.3521481816172255,0.6182666212814505,0.3430330766414545,0.4527752851964068,-0.0971934574172871,-0.0866078922922092,0.501034222606428,-0.1129282587181335
0.4984,0.7912,0.2344,0.4424,0.4776,0.5344,-0.4264,-0.1696,0.556,-0.444,-0.628,0.3672,0.592178384482714,0.2942639437834259,0.5287296881294145,-1.4737570996087002,0.2385588667206112,0.9614334117741352,0.7045458649593412,0.2125916453340602
0.3248,0.6496,0.0768,0.3176,0.3832,-0.0576,-0.5784,0.408,-0.7312,-0.5784,-0.6184,-0.7448,0.3586083951597904,0.3455516787221669,0.5503382924768601,1.8383256349827308,-0.6592857532271086,1.353348378944908,0.1731081281522478,-0.0878650974342517
-0.0904,0.72,0.4328,-0.104,0.3936,0.628,0.588,-0.2544,0.4344,0.5848,0.6392,0.0912,0.6242592448797779,0.3538800042760299,0.6745212352495992,-1.0159774583354182,0.3791594783866843,-2.156402136561637,0.9069172541685668,0.9046280405016768
0.3216,0.4576,0.744,0.3416,0.6104,-0.1192,0.548,0.4848,-0.0424,0.508,-0.26,-0.7032,0.4064730378272101,0.5134884489252253,0.5898763545128477,0.0838707297512298,-0.9987595521682642,-1.2128831349464586,2.0355602474112646,1.6913142755887696
0.4968,0.2584,0.676,0.492,0.6584,0.7056,0.4392,-0.5856,-0.1904,0.4432,0.1072,-0.0912,0.4819555010081702,0.5631192695450333,0.4711407029732883,0.3606300553102318,1.4452328691403926,-0.9193053784726998,-0.2097062373789449,0.7970986873015402
0.78,0.132,0.7288,0.7584,0.52,-0.1296,-0.0248,-0.6832,-0.0728,-0.0488,0.4496,0.6952,0.4366829130303482,0.4850576909428958,0.302807774922583,0.0641121736485762,1.6858935633660623,0.079259437820904,-2.249062915071049,-0.9573281914159176
0.2008,0.6776,0.572,0.168,0.708,-0.2944,0.812,0.168,-0.3952,0.8128,0.1832,-0.6072,0.4852400557282096,0.4449555082915771,0.2494054299836134,0.7626820867043833,-0.3296816637981927,-1.6637584555776403,1.7961942184398032,1.3148170891437678
0.6072,0.2744,0.6528,0.5728,0.6784,0.7144,-0.1864,0.5896,0.3152,-0.1544,0.032,-0.2336,0.3815557630853896,0.5129436064847888,0.6240586226854521,-0.5221415704998978,-1.4386246179974922,0.3667091415985437,0.930777510379006,-0.4246393305157502
0.7936,0.1264,0.1944,0.7848,0.656,0.7368,-0.2848,-0.6664,0.8368,-0.3264,-0.0304,0.48,0.1690864477392685,0.4764376181749438,0.2009686681249193,-1.6852251838017032,1.7058568084103454,0.4631555745121185,0.9591709481914148,-0.4514391274466046
0.1968,0.7392,0.3584,0.2096,0.0016,0.7224,-0.668,0.1576,0.6616,-0.6616,-0.732,-0.0824,0.3703758691892902,0.3516363755192562,0.4634606701613599,-1.3427057668579527,-0.2492323838550996,1.6523841463452345,1.4846002335834056,0.32552715526762
0.5496,0.5824,0.5856,0.5552,0.2816,0.7016,-0.564,-0.336,0.48,-0.5496,-0.5648,0.2768,0.3562370924003387,0.5351575842761859,0.3077942486571905,-0.8816697030776853,0.6774062333219435,0.979106471930215,0.4453785580820977,0.3842307067938775
0.508,0.068,0.1208,0.4864,0.6984,0.6616,-0.3288,-0.908,0.7024,-0.3056,-0.6168,0.1368,0.4677765546317202,0.114953441157471,0.6224815637164538,-1.7460811557903135,1.881757293668428,0.7071471446043122,1.4576252729374506,0.2098065160864967
0.3912,0.6328,0.4568,0.3712,-0.3808,0.708,0.616,0.4832,-0.5704,0.5904,0.6744,-0.1536,0.3670617993457558,0.3393836013130846,0.4256158232559734,1.1605767214873348,-0.7965263133863445,-1.2546472908177464,-0.8598569857821468,-1.3662254439991213
0.5704,0.7264,0.7592,0.5688,0.7432,0.7656,-0.2032,0.3952,0.1816,-0.1728,0.2608,0.2656,0.2953087768127421,0.2618474099324334,0.6654020084807022,-0.3033359835233207,-0.6184964865849372,0.4476589303816001,-0.1498944985633544,-0.8946329312072102
0.7792,-0.4336,0.1808,0.7856,0.5448,0.3608,-0.3088,0.4824,0.6936,-0.3224,0.3616,0.6144,0.4230559380157557,0.5815249950677109,0.2108650758480592,-1.6177062154133786,-2.8264229813299826,0.4830336684458455,0.3283791309555172,-1.1519685646525866
0.5792,0.6384,0.3968,0.5856,0.7016,0.6176,-0.1152,-0.3664,0.536,-0.1384,-0.1984,0.2864,0.5157435959856435,0.3954097064546434,0.6164835762744638,-1.1555742410943115,0.6258114427147449,0.2880494321322786,0.5709016557666368,0.0279971954729698
0.8208,0.7216,0.8712,0.84,0.7008,0.7304,-0.3096,-0.1768,-0.228,-0.3224,-0.2192,-0.5416,0.1204033905668101,0.3927584866787209,0.155888292490923,0.3318501586445327,0.2736530643839202,0.454305346397827,0.4881096338961994,-0.0847937801235215
0.612,0.7056,0.4208,0.58,0.7728,0.248,0.2856,-0.3176,0.4552,0.2384,-0.1072,0.508,0.6572438585956019,0.2949796857630962,0.5521944936170544,-1.0090538136684577,0.544111203077014,-0.5304355837548386,-0.3520375760678623,0.747752342809739
0.6016,0.1352,0.564,0.5936,0.4792,0.6232,-0.2576,0.6424,0.4192,-0.284,-0.428,0.3224,0.4547678956885751,0.5447552741170714,0.5661892196337454,-0.830348423815667,-1.6716664859750376,0.5037346691454412,0.2190825908467965,0.3579625742167804
0.7568,0.792,0.764,0.7312,0.6496,0.448,-0.0592,0.0456,-0.3624,-0.1344,-0.4888,-0.7152,0.2123491155882853,0.2697031726883444,0.3591847785430768,0.5902707967129374,-0.0934143810563166,0.191534303990206,0.702783606473189,0.5990381079837599
0.7104,-0.1224,0.7704,0.6752,0.5984,0.7896,0.4352,-0.7864,0.2968,0.4024,0.532,0.3256,0.2387792559883463,0.2845570156460049,0.2669180570843505,-0.4770903466582103,2.149233202544579,-0.6976873721037318,-0.0074377010303302,-0.2355331657903893
0.6472,0.6096,0.7032,0.6224,0.3104,0.7816,0.12,0.3256,0.3752,0.1456,0.6232,-0.1312,0.2678495628237975,0.444992047112518,0.5480361252530636,-0.5945996210444763,-0.6357260719329243,-0.2779064754546779,0.7636184687299139,-1.0767303249958335
0.4816,0.2432,0.6504,0.4704,0.6944,0.4624,0.5152,-0.656,0.028,0.4704,0.1168,0.4808,0.5365868784089993,0.459649115504011,0.4453957455685167,-0.1110319568677138,1.521865922088002,-0.975691491828168,-0.9269156975593452,0.8166578184004523
0.4504,0.9112,0.7416,0.4408,0.8584,0.6072,0.468,-0.0088,-0.1576,0.452,0.2904,-0.5152,0.323872311244283,0.1208366747821988,0.5976411718637373,0.2763693870001754,0.0169805759430262,-1.001461262218798,0.6682847817138409,0.5609614292861992
0.3952,0.6768,0.7208,0.4032,-0.0832,0.7264,0.6464,-0.2736,0.1904,0.6344,0.7096,0.092,0.3862602637473399,0.414624371885397,0.3564566562571437,-0.3361245990138397,0.4732717701370216,-1.270245947900473,0.1585572703854298,-0.8345841976353758
-0.088,0.5688,0.624,-0.0744,-0.028,0.264,-0.6728,-0.3376,0.1944,-0.6768,-0.6344,-0.6016,0.5075466148305139,0.533486263826268,0.4672363567438899,-0.3506765551622749,0.6569971859861409,2.092907003710865,1.78245029322258,-0.0332863470959929
0.356,0.2936,0.6256,0.3512,0.4016,-0.3128,0.6864,-0.608,-0.556,0.6624,0.5416,-0.7784,0.2100643269414971,0.4826479398970077,0.3386074549885836,0.8271941833747678,1.3807247384564705,-1.3608519296413886,1.5962499992682022,0.2277368763886066
0.744,0.6672,0.6808,0.752,0.3944,0.5448,-0.1232,-0.1672,0.2112,-0.1472,-0.5448,0.4504,0.4123030764779313,0.4760021075896929,0.3380639101388919,-0.3472751228918752,0.3595226020675762,0.2006503964376708,-0.5233625475935699,0.924568409340764
-0.1896,0.6376,0.6656,-0.1672,-0.752,0.7072,-0.5896,-0.3848,0.328,-0.6008,0.0944,0.1088,0.4362109983876203,0.3963086661099483,0.6042865598544035,-0.5764016555722792,0.6545727579497667,2.342115410574391,0.3375188414569978,1.7419729849266474
0.4592,0.2048,0.4416,0.4976,-0.0656,0.3496,0.6568,0.7288,0.5968,0.6416,0.7584,0.6432,0.3677654752894223,0.3394183503321896,0.2821545188765996,-1.1936917458200336,-1.646267760539325,-1.159770542202283,-0.1685508805704135,-0.9390992985983456
0.5216,0.8248,0.4032,0.5144,0.472,0.7056,0.5328,0.3648,0.6352,0.5464,-0.7376,0.0472,0.3632898155636198,0.1351452813840398,0.3418709393506175,-1.2678092242454122,-0.4774127203147642,-1.0162141453740894,1.190534176325338,2.215926842278876
0.636,0.5512,0.6048,0.6264,0.5752,0.5552,-0.4464,-0.328,0.1192,-0.4504,-0.2192,0.2792,0.6156357127456569,0.6174021967340557,0.3038907845191643,-0.2199192743708217,0.5884118566496682,0.7591073729157319,-0.3577020292458319,-0.2254096589452542
0.4088,0.6688,0.1248,0.4368,0.7224,0.1912,0.7512,-0.2144,-0.596,0.7424,-0.0928,-0.5904,0.5973224620090127,0.4203418449788854,0.2246051424475697,1.6986721677115266,0.3857590923474719,-1.3156543764710975,-0.0620498526429009,1.4728251776532173
0.5032,0.7952,-0.0704,0.5104,-0.1952,-0.1304,-0.5136,0.2312,-0.7048,-0.4928,-0.7896,-0.7016,0.4301570328406437,0.2339232772663005,0.4244387111775848,2.0925157500882627,-0.3285732387509761,0.9729597098863872,0.1034592707115713,1.3513206547306869
0.4264,0.6792,0.6712,0.4248,0.44,0.6496,-0.508,0.228,0.0968,-0.5296,-0.6168,-0.1232,0.4727031667247143,0.3944616000144098,0.5003729271040237,-0.2048108009039496,-0.3924721908675331,1.1124058968882449,0.4318431512984537,0.0919650372321141
0.292,0.3016,0.7648,0.312,0.4536,-0.0272,-0.5632,0.6568,-0.024,-0.5432,-0.5728,-0.7848,0.3139288008098225,0.3739935454023274,0.613028406593597,0.0390199491670317,-1.4308997488892077,1.3137115809848117,1.9808651769267465,-0.1874931510219864
0.58,0.6096,0.4568,0.5688,0.252,0.5512,-0.2888,-0.1464,-0.5256,-0.3144,-0.5672,-0.3904,0.470453592207435,0.5387715504372713,0.5600436764477791,1.0988098910645474,0.306904496126832,0.6164826871953726,-0.344204755478935,0.7629995310421854
0.2264,0.2624,0.6448,0.2104,0.6048,0.6568,0.6672,-0.7224,-0.136,0.6088,0.4952,0.0024,0.4898925529876564,0.3161387263283345,0.4895789127244886,0.2052437876630876,1.4986183668463875,-1.5281128979392384,-0.195648420771947,0.7285359323949486
0.5624,0.8168,0.7912,0.5688,0.3232,0.7664,-0.2904,-0.2008,0.1664,-0.2712,-0.7576,0.2872,0.2748437909459925,0.2261091412778755,0.5794994330190532,-0.299262606661987,0.3174478268350624,0.6678135678566319,-0.1342342482422842,0.7771755458843375
0.544,0.2016,0.5056,0.5792,0.1504,0.5688,0.3376,0.7648,0.3584,0.3336,0.7752,-0.292,0.5924333194918543,0.3112834574860981,0.5440565948113494,-0.7805256592487598,-1.6650187746980667,-0.6836349546872779,1.3408940626729065,-1.0841032363940186
0.7864,0.3856,0.5408,0.788,0.3424,0.7016,-0.2184,0.4712,0.4296,-0.2232,-0.5152,0.0144,0.4609633337031299,0.6412442211369012,0.2421526869093699,-0.8478412881533726,-1.129118941710178,0.3250098399058111,0.8965843229988587,0.9037529289703016
0.6704,0.8088,0.7568,0.6256,0.4696,0.7704,0.52,-0.1744,0.3368,0.5272,0.7032,0.2384,0.2469493916158096,0.2301106147463578,0.2354101159782398,-0.5494609694999794,0.2710361051979271,-0.8522217686162421,0.1837555593283641,-0.3916837400009855
0.7368,0.096,0.664,0.7352,0.6832,0.5736,0.1416,-0.6816,0.0176,0.1936,0.2368,0.324,0.5135046384919473,0.4460916320334379,0.3426055027428492,-0.0221268575588714,1.78638053938333,-0.2683370145933891,-0.6776962316680797,-0.1281999403750004
0.82,0.2032,0.8408,0.812,0.7016,0.7488,0.312,0.708,0.1464,0.3008,-0.2552,0.3016,0.2311848238287211,0.3530587505481403,0.1776062760509539,-0.231999303999929,-1.6351592542883522,-0.4511888651954873,-0.2238838705255341,0.9575031223363644
0.4672,0.5096,0.8384,0.4624,-0.1608,0.8072,-0.4856,0.4552,0.0056,-0.5008,-0.652,0.1832,0.2378178241502658,0.5080243975815403,0.481311764389733,0.0050846066871379,-0.9048028585129896,1.0655314018627673,-0.321515768615169,1.2196812995276662
0.652,0.0832,0.5256,0.6328,0.724,0.6392,0.032,-0.7488,0.488,0.0264,0.212,-0.368,0.3985483697645414,0.3457654793610819,0.523711494953298,-0.9127430728621472,1.8268669238541508,-0.0750927567935672,1.5745988266947315,-0.275812630167948
